Timp,ID_Corp,PozitieX,PozitieY,UnghiPhi,VitezaX,VitezaY,VitezaOmega,AcceleratieX,AcceleratieY,AcceleratieEpsilon
1.3780,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
1.3780,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
1.3780,3,8.2362,2.1569,-0.0004,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
1.4120,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
1.4120,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
1.4120,3,8.2361,2.1569,-0.0004,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
1.4460,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
1.4460,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
1.4460,3,8.2360,2.1568,-0.0004,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
1.4780,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
1.4780,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
1.4780,3,8.2359,2.1568,-0.0004,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
1.5120,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
1.5120,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
1.5120,3,8.2357,2.1568,-0.0004,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
1.5460,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
1.5460,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
1.5460,3,8.2356,2.1568,-0.0004,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
1.5780,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
1.5780,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
1.5780,3,8.2355,2.1568,-0.0004,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
1.6120,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
1.6120,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
1.6120,3,8.2354,2.1567,-0.0004,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
1.6460,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
1.6460,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
1.6460,3,8.2352,2.1567,-0.0004,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
1.6780,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
1.6780,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
1.6780,3,8.2351,2.1567,-0.0004,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
1.7120,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
1.7120,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
1.7120,3,8.2350,2.1567,-0.0005,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
1.7440,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
1.7440,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
1.7440,3,8.2349,2.1566,-0.0005,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
1.7780,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
1.7780,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
1.7780,3,8.2347,2.1566,-0.0005,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
1.8120,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
1.8120,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
1.8120,3,8.2346,2.1566,-0.0005,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
1.8440,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
1.8440,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
1.8440,3,8.2345,2.1566,-0.0005,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
1.8780,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
1.8780,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
1.8780,3,8.2343,2.1565,-0.0005,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
1.9120,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
1.9120,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
1.9120,3,8.2342,2.1565,-0.0005,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
1.9460,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
1.9460,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
1.9460,3,8.2341,2.1565,-0.0005,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
1.9800,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
1.9800,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
1.9800,3,8.2340,2.1565,-0.0005,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
2.0140,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
2.0140,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
