Timp,ID_Corp,PozitieX,PozitieY,UnghiPhi,VitezaX,VitezaY,VitezaOmega,AcceleratieX,AcceleratieY,AcceleratieEpsilon
1.8320,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
1.8320,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
1.8320,3,8.2345,2.1566,-0.0005,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
1.8660,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
1.8660,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
1.8660,3,8.2344,2.1565,-0.0005,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
1.9020,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
1.9020,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
1.9020,3,8.2342,2.1565,-0.0005,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
1.9340,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
1.9340,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
1.9340,3,8.2341,2.1565,-0.0005,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
1.9680,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
1.9680,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
1.9680,3,8.2340,2.1565,-0.0005,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
2.0020,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
2.0020,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
2.0020,3,8.2339,2.1564,-0.0005,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
2.0340,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
2.0340,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
2.0340,3,8.2337,2.1564,-0.0005,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
2.0660,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
2.0660,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
